SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,Remark
1540,4,W41709569001491-akK0O,Neem Tree,Azadirachta indica,19.30597341,76.49322353,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1541,4,W41709569003887-akK0O,Neem Tree,Azadirachta indica,19.30629521,76.4931548,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1542,4,W41709569004375-akK0O,Neem Tree,Azadirachta indica,19.30640375,76.49317794,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1543,4,W41709569015214-akK0O,Tamarind Tree,Tamarindus indica,19.30647874,76.49313938,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1544,4,W41709569015617-akK0O,Tamarind Tree,Tamarindus indica,19.30651829,76.49315748,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1545,4,W41709569018942-akK0O,Tamarind Tree,Tamarindus indica,19.30661828,76.49237931,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1546,4,W41709569021000-akK0O,Tamarind Tree,Tamarindus indica,19.30652715,76.49180967,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1547,4,W41709569021779-akK0O,Tamarind Tree,Tamarindus indica,19.30712993,76.49254929,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1548,4,W41709569022444-akK0O,Tamarind Tree,Tamarindus indica,19.30705178,76.4929409,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1549,4,W41709569024399-akK0O,Tamarind Tree,Tamarindus indica,19.30705431,76.49257377,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1550,4,W41709569025933-akK0O,Tamarind Tree,Tamarindus indica,19.30698628,76.49301466,59,34,10_50,26,Good,Ward 4,Vivek Hake,Good
1551,4,W41709569027123-akK0O,Tamarind Tree,Tamarindus indica,19.30691888,76.49321146,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1552,4,W41709569028474-akK0O,Tamarind Tree,Tamarindus indica,19.30695748,76.49346158,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1553,4,W41709569029885-akK0O,Tamarind Tree,Tamarindus indica,19.30698786,76.49379652,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1554,4,W41709569031042-akK0O,Tamarind Tree,Tamarindus indica,19.30696096,76.49398763,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1555,4,W41709569031451-akK0O,Tamarind Tree,Tamarindus indica,19.30656449,76.49399031,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1556,4,W41709569034057-akK0O,Tamarind Tree,Tamarindus indica,19.30650215,76.49396416,57,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1557,4,W41709569034531-akK0O,Tamarind Tree,Tamarindus indica,19.30682648,76.4939893,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1558,4,W41709569036583-akK0O,Tamarind Tree,Tamarindus indica,19.30694134,76.49415325,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1559,4,W41709569065205-akK0O,Tamarind Tree,Tamarindus indica,19.30772891,76.49257679,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1560,4,W41709569068009-akK0O,Tamarind Tree,Tamarindus indica,19.30848452,76.49339821,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1561,4,W41709569080844-akK0O,Tamarind Tree,Tamarindus indica,19.30584051,76.4938676,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1562,4,W41709569091688-akK0O,Tamarind Tree,Tamarindus indica,19.30443116,76.49403758,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1563,4,W41709569093754-akK0O,Tamarind Tree,Tamarindus indica,19.3041122,76.49450798,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1564,4,W41709569104101-akK0O,Neem Tree,Azadirachta indica,19.30459539,76.49460521,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1565,4,W41709569106314-akK0O,Neem Tree,Azadirachta indica,19.30475581,76.49470679,59,34,10_50,26,Good,Ward 4,Vivek Hake,Good
1566,4,W41709569107311-akK0O,Neem Tree,Azadirachta indica,19.30473145,76.49467997,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1567,4,W41709569107763-akK0O,Neem Tree,Azadirachta indica,19.30468335,76.49467662,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1568,4,W41709569108564-akK0O,Neem Tree,Azadirachta indica,19.3046495,76.49465047,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1569,4,W41709569110172-akK0O,Neem Tree,Azadirachta indica,19.30466437,76.4948,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1570,4,W41709569110527-akK0O,Neem Tree,Azadirachta indica,19.30457292,76.49478626,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1571,4,W41709569117149-akK0O,Neem Tree,Azadirachta indica,19.30556111,76.4945519,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1572,4,W41709569118075-akK0O,Neem Tree,Azadirachta indica,19.30536208,76.49454989,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1573,4,W41709569118462-akK0O,Neem Tree,Azadirachta indica,19.30548644,76.49453815,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1574,4,W41709569120252-akK0O,Neem Tree,Azadirachta indica,19.30543961,76.49410263,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1575,4,W41709569120810-akK0O,Neem Tree,Azadirachta indica,19.30530196,76.49412744,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1576,4,W41709569122634-akK0O,Neem Tree,Azadirachta indica,19.30521526,76.49417974,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1577,4,W41709569123005-akK0O,Neem Tree,Azadirachta indica,19.30524912,76.49411201,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1578,4,W41709569130993-akK0O,Neem Tree,Azadirachta indica,19.30598702,76.49390616,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1579,4,W41709569131576-akK0O,Neem Tree,Azadirachta indica,19.30589304,76.49389207,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1580,4,W41709569132250-akK0O,Neem Tree,Azadirachta indica,19.30598385,76.49387397,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1581,4,W41709569132779-akK0O,Neem Tree,Azadirachta indica,19.30592342,76.4938743,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1582,4,W41709569137706-akK0O,Neem Tree,Azadirachta indica,19.306586,76.49395075,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1583,4,W41709569138254-akK0O,Neem Tree,Azadirachta indica,19.30662018,76.49399433,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1584,4,W41709569138674-akK0O,Neem Tree,Azadirachta indica,19.30666258,76.49399433,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1585,4,W41709569139169-akK0O,Neem Tree,Azadirachta indica,19.30671953,76.49397455,59,34,10_50,26,Good,Ward 4,Vivek Hake,Good
1586,4,W41709569142114-akK0O,Neem Tree,Azadirachta indica,19.30694926,76.49390548,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1587,4,W41709569142991-akK0O,Neem Tree,Azadirachta indica,19.3069309,76.49395879,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1588,4,W41709569144359-akK0O,Neem Tree,Azadirachta indica,19.30696729,76.49404831,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1589,4,W41709569145500-akK0O,Neem Tree,Azadirachta indica,19.30694008,76.49386626,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1590,4,W41709569147990-akK0O,Neem Tree,Azadirachta indica,19.30698406,76.49385352,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1591,4,W41709569148548-akK0O,Neem Tree,Azadirachta indica,19.30693533,76.49383709,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1592,4,W41709569149294-akK0O,Neem Tree,Azadirachta indica,19.30702045,76.49381094,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1593,4,W41709569149860-akK0O,Neem Tree,Azadirachta indica,19.30695622,76.49380088,57,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1594,4,W41709569151001-akK0O,Neem Tree,Azadirachta indica,19.30691255,76.49381194,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1595,4,W41709569152046-akK0O,Neem Tree,Azadirachta indica,19.30694198,76.49377439,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1596,4,W41709569157879-akK0O,Neem Tree,Azadirachta indica,19.30702045,76.49383876,74,42,10_50,33,Good,Ward 4,Vivek Hake,Good
1597,4,W41709569158641-akK0O,Neem Tree,Azadirachta indica,19.30697805,76.49388034,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1598,4,W41709569161493-akK0O,Neem Tree,Azadirachta indica,19.30699577,76.493994,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1599,4,W41709569162241-akK0O,Neem Tree,Azadirachta indica,19.30700115,76.49403557,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1600,4,W41709569164659-akK0O,Neem Tree,Azadirachta indica,19.30685243,76.49399232,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1601,4,W41709569176108-akK0O,Neem Tree,Azadirachta indica,19.30547979,76.49355277,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1602,4,W41709569183404-akK0O,Neem Tree,Azadirachta indica,19.30549751,76.49306696,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1603,4,W41709569183874-akK0O,Neem Tree,Azadirachta indica,19.30544467,76.49308272,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1604,4,W41709569200166-akK0O,Neem Tree,Azadirachta indica,19.30621579,76.49169534,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1605,4,W41709569208224-akK0O,Tamarind Tree,Tamarindus indica,19.3061639,76.4916712,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1606,4,W41709569208977-akK0O,Tamarind Tree,Tamarindus indica,19.30622212,76.49163198,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1607,4,W41709569210375-akK0O,Tamarind Tree,Tamarindus indica,19.30627053,76.49163198,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1608,4,W41709569211820-akK0O,Tamarind Tree,Tamarindus indica,19.3061139,76.4916987,57,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1609,4,W41709569212635-akK0O,Tamarind Tree,Tamarindus indica,19.30616516,76.49176776,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1610,4,W41709569229109-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30469506,76.49411872,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1611,4,W41709569229450-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30465013,76.49417236,74,42,10_50,33,Good,Ward 4,Vivek Hake,Good
1612,4,W41709569229775-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30468114,76.49423741,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1613,4,W41709569231160-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30455742,76.4942991,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1614,4,W41709569233110-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30454824,76.49421226,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1615,4,W41709569233861-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30449635,76.49423573,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1616,4,W41709569238358-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30456881,76.49448585,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1617,4,W41709569239023-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30454539,76.49446372,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1618,4,W41709569239742-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30459982,76.49441443,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1619,4,W41709569240472-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30463178,76.49442818,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1620,4,W41709569244511-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30484789,76.49416666,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1621,4,W41709569248400-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30507509,76.4943685,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1622,4,W41709569249001-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30513552,76.4943742,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1623,4,W41709569251037-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30500009,76.49440739,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1624,4,W41709569252440-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30499978,76.49430111,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1625,4,W41709569253073-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30505863,76.4942934,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1626,4,W41709569253673-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30504249,76.49426356,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1627,4,W41709569255739-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3050561,76.49416164,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1628,4,W41709569260005-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30542916,76.49449423,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1629,4,W41709569260460-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30540607,76.4944607,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1630,4,W41709569261034-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30539942,76.49442952,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1631,4,W41709569261585-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30540037,76.49440572,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1632,4,W41709569262074-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30539847,76.49437957,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1633,4,W41709569262692-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30539278,76.49435274,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1634,4,W41709569263313-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30538771,76.4943162,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1635,4,W41709569263885-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30536683,76.49429072,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1636,4,W41709569270397-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30557947,76.49474736,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1637,4,W41709569271040-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30561206,76.49473228,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1638,4,W41709569271602-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30559655,76.49469405,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1639,4,W41709569273050-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30567439,76.49459783,59,34,10_50,26,Good,Ward 4,Vivek Hake,Good
1640,4,W41709569273422-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3056437,76.49455424,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1641,4,W41709569274874-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30559086,76.49454284,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1642,4,W41709569275606-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30553865,76.49451569,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1643,4,W41709569276666-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30552884,76.49463437,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1644,4,W41709569280890-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30546619,76.49507526,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1645,4,W41709569281535-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30549909,76.49507828,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1646,4,W41709569283878-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30566332,76.49531331,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1647,4,W41709569284270-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30560921,76.49525832,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1648,4,W41709569286244-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30567408,76.49528749,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1649,4,W41709569293423-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30530639,76.49524625,74,42,10_50,33,Good,Ward 4,Vivek Hake,Good
1650,4,W41709569294593-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30539372,76.49521306,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1651,4,W41709569295544-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30536715,76.49519496,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1652,4,W41709569296079-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30534943,76.49516545,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1653,4,W41709569296531-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30540417,76.4951859,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1654,4,W41709569300510-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30538835,76.49511013,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1655,4,W41709569303729-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30532728,76.49550173,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1656,4,W41709569304789-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30525703,76.49545614,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1657,4,W41709569306762-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30533709,76.49542328,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1658,4,W41709569307377-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30530038,76.49540652,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1659,4,W41709569308160-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30525735,76.49543032,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1660,4,W41709569328212-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30595031,76.49457503,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1661,4,W41709569328746-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30597942,76.49456866,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1662,4,W41709569329333-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30601834,76.49457503,57,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1663,4,W41709569331041-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30611359,76.49458308,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1664,4,W41709569334575-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30616896,76.49457771,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1665,4,W41709569338536-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30613858,76.49457235,74,42,10_50,33,Good,Ward 4,Vivek Hake,Good
1666,4,W41709569359945-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30757577,76.49575688,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1667,4,W41709569360365-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30760488,76.49574514,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1668,4,W41709569360788-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30762829,76.49572536,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1669,4,W41709569361211-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30765392,76.49570156,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1670,4,W41709569361681-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30768145,76.4956848,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1671,4,W41709569363636-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30790136,76.49563685,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1672,4,W41709569366115-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30803141,76.49559729,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1673,4,W41709569366599-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30809596,76.49561305,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1674,4,W41709569367039-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30806115,76.4955708,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1675,4,W41709569367988-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30805261,76.4955024,51,29,10_50,23,Good,Ward 4,Vivek Hake,Good
1676,4,W41709569369877-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30794882,76.49544675,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1677,4,W41709569373635-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30806242,76.49534281,59,34,10_50,26,Good,Ward 4,Vivek Hake,Good
1678,4,W41709569374124-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30811779,76.49533879,50,29,10_50,22,Good,Ward 4,Vivek Hake,Good
1679,4,W41709569374544-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30807191,76.49531029,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1680,4,W41709569375005-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30817158,76.49540953,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1681,4,W41709569375801-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30810102,76.49531163,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1682,4,W41709569380590-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30807381,76.49522547,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1683,4,W41709569380995-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30806305,76.49518624,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1684,4,W41709569381437-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30805134,76.49515405,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1685,4,W41709569382021-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30805103,76.4951098,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1686,4,W41709569382367-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30804154,76.49505414,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1687,4,W41709569383747-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30793364,76.49494383,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1688,4,W41709569384256-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30797983,76.49491165,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
1689,4,W41709569385198-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30808552,76.49494383,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1690,4,W41709569386644-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30812539,76.49490125,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1691,4,W41709569387216-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30819437,76.49490125,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1692,4,W41709569388061-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30827094,76.49488885,53,30,10_50,24,Good,Ward 4,Vivek Hake,Good
1693,4,W41709569394350-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3083396,76.49504006,47,27,10_50,21,Good,Ward 4,Vivek Hake,Good
1694,4,W41709569394807-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30838137,76.49505682,48,27,10_50,22,Good,Ward 4,Vivek Hake,Good
1695,4,W41709569396840-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30845351,76.4947819,41,23,10_50,18,Good,Ward 4,Vivek Hake,Good
1696,4,W41709569398371-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30847218,76.49468433,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1697,4,W41709569401485-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30854717,76.49485298,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1698,4,W41709569403841-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3086614,76.49475005,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1699,4,W41709569404411-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30860508,76.49475843,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1700,4,W41709569404964-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30858324,76.49482381,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1701,4,W41709569405646-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3086345,76.49470277,65,37,10_50,29,Good,Ward 4,Vivek Hake,Good
1702,4,W41709569406052-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30867342,76.49479061,58,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1703,4,W41709569422854-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30892561,76.49487779,49,28,10_50,22,Good,Ward 4,Vivek Hake,Good
1704,4,W41709569424952-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30878132,76.49475977,45,26,10_50,20,Good,Ward 4,Vivek Hake,Good
1705,4,W41709569425355-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3088117,76.49476279,57,33,10_50,26,Good,Ward 4,Vivek Hake,Good
1706,4,W41709569427309-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3088234,76.49500184,54,31,10_50,24,Good,Ward 4,Vivek Hake,Good
1707,4,W41709569427717-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30887973,76.4949891,62,35,10_50,28,Good,Ward 4,Vivek Hake,Good
1708,4,W41709569428257-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30893067,76.49508566,74,42,10_50,33,Good,Ward 4,Vivek Hake,Good
1709,4,W41709569430824-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30876455,76.49523687,72,41,10_50,32,Good,Ward 4,Vivek Hake,Good
1710,4,W41709569431561-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30867659,76.49506856,52,30,10_50,23,Good,Ward 4,Vivek Hake,Good
